Database	ID	Name	Category	Genes	Metabolites	Associated_Metabolite_Sets
KEGG	hsa04977	Vitamin digestion and absorption	Digestive system	APOB;APOA4;APOA1;SCARB1;CUBN;GIF;LMBRD1;ABCC1;TCN2;MMACHC;RBP2;LRAT;SLC5A6;SLC23A1;SLC19A1;SLC19A2;SLC19A3;BTD;FOLH1;SLC52A3;AWAT2;SLC46A1;PNLIP;PLB1	C00422;C02530;C01558;C02075;C05443;C02477;C02059;C00828;C05377;C00473;C13202;C12981;C05776;C01330;C00120;C00864;C00072;C00378;C00068;C00061;C00016;C00255;C05552;C00647;C00534;C00010;C00504;C00003;C00153;C00681;C02112;C01885;C02094;C00162;C00187;C00018;C00250;C00376;C00080	hsa04530;ko00830;hsa04976;hsa04144;hsa04142;hsa04975;ko00770;ko00740;ko00730;ko00780;ko00790;ko00760;ko00750
KEGG	hsa04978	Mineral absorption	Digestive system	S100G;ATP2B1;SLC8A1;VDR;TRPV6;SLC46A1;CYBRD1;SLC11A2;SLC40A1;FTH1;FTL;HMOX1;HMOX2;HEPH;TF;SLC39A4;SLC31A1;SLC30A1;ATP7A;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1M;MT1X;MT2A;MT1HL1;STEAP2;STEAP1;ATOX1;SLC26A6;SLC9A3;ATP1B4;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;SLC26A3;SLC5A1;SLC6A19;TRPM6;TRPM7;SLC34A2;SLC26A9;CLCN2	C00076;C01330;C01673;C00009;C00032;C14819;C14818;C00038;C00070;C00080;C00698;C00288;C00238;C00124;C00031;C00037;C00041;C00183;C00123;C00073;C00407;C00148;C00079;C00078;C00065;C00188;C00152;C00064;C00305	hsa04530;hsa04973;hsa04974;hsa00860
KEGG	hsa05010	Alzheimer's disease	Neurodegenerative diseases	PSENEN;PSEN1;PSEN2;NCSTN;APH1A;APH1B;BACE1;BACE2;ADAM10;ADAM17;TNF;APP;CASP9;CASP12;CASP3;CYCS;APAF1;NDUFC2-KCTD14;NDUFA11;NDUFS7;NDUFA1;NDUFA2;NDUFA3;NDUFA4;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFA10;NDUFAB1;NDUFB1;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFB10;NDUFC1;NDUFC2;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS5;NDUFS6;NDUFS8;NDUFV2;NDUFV3;NDUFA13;NDUFB11;NDUFA12;NDUFA4L2;SDHA;SDHB;SDHC;SDHD;UQCR11;CYC1;UQCRQ;UQCR10;UQCRHL;CYTB;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;ATP5H;ATP6;ATP8;ATP5A1;ATP5B;ATP5C1;ATP5D;ATP5E;ATP5F1;ATP5G1;ATP5G2;ATP5G3;ATP5J;ATP5O;COX6B2;COX4I1;COX5B;COX6A1;COX6A2;COX6B1;COX6C;COX7A1;COX7A2;COX7B;COX7C;COX8A;COX7B2;COX8C;COX1;COX2;COX3;COX4I2;COX7A2L;COX5A;RYR3;ITPR1;ITPR2;ITPR3;ATP2A1;ATP2A2;ATP2A3;GNAQ;PLCB1;PLCB2;PLCB3;PLCB4;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CACNA1C;CACNA1D;CACNA1F;CACNA1S;HSD17B10;CAPN1;CAPN2;CDK5R1;CDK5;MAPT;FAS;TNFRSF1A;FADD;CASP8;BID;MAPK1;MAPK3;NOS1;EIF2AK3;ERN1;ATF6;APOE;CALML6;CALML5;CALM1;CALM2;CALM3;CALML3;CALML4;PPP3CA;PPP3CB;PPP3CC;PPP3R1;PPP3R2;BAD;IDE;MME;APBB1;LRP1;LPL;GAPDH;NAE1;CASP7;GSK3B;SNCA;IL1B;RTN3;RTN4	C01245;C00076;C00533;C16845;C00027;C00070;C14818	hsa00190;hsa04210;hsa04020
KEGG	hsa05012	Parkinson's disease	Neurodegenerative diseases	LRRK2;UBA1;UBA7;UBB;UBE2L3;UBE2L6;PARK2;SEPT5;SNCAIP;GPR37;PARK7;PINK1;SNCA;UCHL1;CYCS;NDUFC2-KCTD14;NDUFA11;NDUFS7;ND1;ND2;ND3;ND4;ND4L;ND5;ND6;NDUFA1;NDUFA2;NDUFA3;NDUFA4;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFA10;NDUFAB1;NDUFB1;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFB10;NDUFC1;NDUFC2;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS5;NDUFS6;NDUFS8;NDUFV2;NDUFV3;NDUFA13;NDUFB11;NDUFA12;NDUFA4L2;SDHA;SDHB;SDHC;SDHD;UQCR11;CYC1;UQCRQ;UQCR10;UQCRHL;CYTB;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;COX6B2;COX4I1;COX5B;COX6A1;COX6A2;COX6B1;COX6C;COX7A1;COX7A2;COX7B;COX7C;COX8A;COX7B2;COX8C;COX1;COX2;COX3;COX4I2;COX7A2L;COX5A;ATP5H;ATP6;ATP8;ATP5A1;ATP5B;ATP5C1;ATP5D;ATP5E;ATP5F1;ATP5G1;ATP5G2;ATP5G3;ATP5J;ATP5O;HTRA2;PPIF;SLC25A4;SLC25A5;SLC25A6;VDAC1;VDAC2;VDAC3;SLC25A31;UBE2J2;UBE2J1;UBE2G1;UBE2G2;TH;SLC6A3;CASP9;CASP3;APAF1;SLC18A1;SLC18A2;ADORA2A;DRD2;DRD1;GNAL;GNAI1;GNAI2;GNAI3;ADCY5;PRKACA;PRKACB;PRKACG	C04599;C07593;C00002;C00008;C00009;C03758;C00704;C00027;C00020;C00013;C11310;C00355;C00082;C00575;C00212	hsa04120;hsa03050;hsa04210;hsa00190;hsa00350;hsa05020;hsa04728
KEGG	hsa05014	Amyotrophic lateral sclerosis (ALS)	Neurodegenerative diseases	SOD1;SLC1A2;GRIA1;GRIA2;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;TOMM40;TOMM40L;CYCS;TNF;CASP1;CASP3;BAX;BAD;BCL2;BCL2L1;APAF1;CASP9;BID;TNFRSF1A;TNFRSF1B;DAXX;MAP3K5;MAP2K3;MAP2K6;MAPK14;MAPK11;MAPK13;MAPK12;NEFL;NEFM;NEFH;PRPH;GPX1;CAT;NOS1;CCS;ALS2;DERL1;RAC1;RAB5A;PPP3CA;PPP3CB;PPP3CC;PPP3R1;PPP3R2;TP53;CASP12	C00025;C00533;C00076;C00062;C16845;C00704;C00027;C16844;C00070;C00001	hsa04210;hsa03050;hsa04010;hsa04115;hsa04724
KEGG	hsa05016	Huntington's disease	Neurodegenerative diseases	NDUFC2-KCTD14;NDUFA11;NDUFS7;NDUFA1;NDUFA2;NDUFA3;NDUFA4;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFA9;NDUFA10;NDUFAB1;NDUFB1;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB7;NDUFB8;NDUFB9;NDUFB10;NDUFC1;NDUFC2;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS5;NDUFS6;NDUFS8;NDUFV2;NDUFV3;NDUFA13;NDUFB11;NDUFA12;NDUFA4L2;SDHA;SDHB;SDHC;SDHD;UQCR11;CYC1;UQCRQ;UQCR10;UQCRHL;CYTB;UQCRB;UQCRC1;UQCRC2;UQCRFS1;UQCRH;COX6B2;COX4I1;COX5B;COX6A1;COX6A2;COX6B1;COX6C;COX7A1;COX7A2;COX7B;COX7C;COX8A;COX7B2;COX8C;COX1;COX2;COX3;COX4I2;COX7A2L;COX5A;ATP5H;ATP6;ATP8;ATP5A1;ATP5B;ATP5C1;ATP5D;ATP5E;ATP5F1;ATP5G1;ATP5G2;ATP5G3;ATP5J;ATP5O;HTT;REST;RCOR1;SIN3A;HDAC1;HDAC2;BDNF;HAP1;CREBBP;EP300;POLR2J2;POLR2A;POLR2B;POLR2C;POLR2D;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L;POLR2J3;GRIN1;GRIN2B;DLG4;GNAQ;GRM5;PLCB1;PLCB2;PLCB3;PLCB4;ITPR1;PPIF;SLC25A4;SLC25A5;SLC25A6;VDAC1;VDAC2;VDAC3;SLC25A31;CYCS;TAF4;TAF4B;TFAM;NRF1;SOD2;GPX1;UCP1;SOD1;TBPL2;TBP;TBPL1;TP53;CLTA;CLTB;CLTC;CLTCL1;AP2M1;AP2S1;AP2A1;AP2A2;AP2B1;HIP1;IFT57;CASP8;CASP3;DCTN2;DCTN1;DCTN4;DNAL4;DNAH14;DNAH2;DNAH5;DNAH6;DNAH8;DNAH9;DNAH10;DNAH12;DNAH1;DNAI1;DNAH3;DNAH7;DNAI2;DNALI1;DNAL1;DNAH17;DNAH11;TGM2;APAF1;CASP9;CREB3;CREB1;CREB3L4;CREB3L2;CREB3L3;CREB3L1;CREB5;PPARGC1A;PPARG;BAX;BBC3;SP1	C00025;C01245;C00076	hsa04020;hsa00190;hsa04210;hsa04115;hsa03050;hsa03022;hsa03020;hsa04724
KEGG	hsa05020	Prion diseases	Neurodegenerative diseases	PRNP;NCAM1;NCAM2;LAMC1;STIP1;PRKACA;PRKACB;PRKACG;SOD1;BAX;C1QA;C1QB;C1QC;FYN;MAP2K1;MAP2K2;MAPK1;MAPK3;ELK1;EGR1;CCL5;IL1A;IL1B;IL6;NOTCH1;CASP12;HSPA1A;C5;C6;C7;C8A;C8B;C8G;C9;HSPA5	C00575;C00027;C02140	hsa04144;hsa03050;hsa04142;hsa04610;hsa04210;hsa04140;hsa04330
KEGG	hsa05030	Cocaine addiction	Substance dependence	SLC18A1;SLC18A2;GRM2;GRM3;DRD2;DRD1;SLC6A3;MAOA;MAOB;TH;DDC;GNAS;ADCY5;PRKACA;PRKACB;PRKACG;GNAI1;GNAI2;GNAI3;GPSM1;RGS9;JUN;FOSB;CDK5;NFKB1;RELA;CREB3;CREB1;ATF2;ATF6B;CREB3L4;ATF4;CREB3L2;CREB3L3;CREB3L1;CREB5;PDYN;BDNF;GRIA2;PPP1R1B;GRIN3A;GRIN3B;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;DLG4;CDK5R1	C00082;C00355;C03758;C01161;C00027;C00575;C00025;D00110	hsa04728
KEGG	hsa05031	Amphetamine addiction	Substance dependence	SLC18A1;SLC18A2;CACNA1C;CACNA1D;GRIN3A;GRIN3B;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIA1;GRIA2;GRIA3;GRIA4;DRD1;SLC6A3;MAOA;MAOB;TH;DDC;CALML6;CALML5;CALM1;CALM2;CALM3;CALML3;CALML4;CAMK4;CAMK2A;CAMK2B;CAMK2D;CAMK2G;PPP1R1B;PRKACA;PRKACB;PRKACG;GNAS;ADCY5;CREB3;CREB1;ATF2;ATF6B;CREB3L4;ATF4;CREB3L2;CREB3L3;CREB3L1;CREB5;PPP1CA;PPP1CB;PPP1CC;PPP3CA;PPP3CB;PPP3CC;PPP3R1;PPP3R2;STX1A;PRKCA;PRKCB;PRKCG;PDYN;ARC;FOS;FOSB;HDAC1;SIRT1;JUN	C00082;C00355;C03758;C01161;C00027;D07445;C00575;C00076;C00025;C01330	hsa04728
KEGG	hsa05032	Morphine addiction	Substance dependence	OPRM1;ADCY1;ADCY2;ADCY3;ADCY5;ADCY6;ADCY7;ADCY8;ADCY9;ADCY4;PRKACA;PRKACB;PRKACG;GNB5;GNAI1;GNAI2;GNAI3;GNAO1;GNB1;GNB2;GNB3;GNG3;GNG4;GNG5;GNG7;GNG10;GNG11;GNGT1;GNGT2;GNG13;GNG2;GNG12;GNB4;GNG8;PDE10A;PDE7B;PDE11A;PDE1A;PDE1C;PDE2A;PDE3A;PDE3B;PDE4A;PDE4B;PDE4C;PDE4D;PDE7A;PDE8A;PDE1B;PDE8B;ADORA1;GABRR3;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRR1;GABRR2;GABRQ;KCNJ3;KCNJ5;KCNJ6;KCNJ9;CACNA1A;CACNA1B;GNAS;PRKCA;PRKCB;PRKCG;SLC32A1;DRD1;GABBR1;GABBR2;ADRBK1;ADRBK2;GRK4;GRK5;GRK6;ARRB1;ARRB2	C00575;C00334;D00842;D02271;D08233;D08234;C00238;C00076;C00020;C00212;C00698;C03758	hsa04727;hsa04728
KEGG	hsa05033	Nicotine addiction	Substance dependence	CHRNA6;CACNA1A;CACNA1B;CHRNA4;CHRNB2;CHRNA7;GABRR3;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRR1;GABRR2;GABRQ;GRIN3A;GRIN3B;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIA1;GRIA2;GRIA3;GRIA4;SLC32A1;SLC17A8;SLC17A7;SLC17A6	C00334;C01330;C00076;C00025;C01996;C00745;C00698	hsa04727;hsa04724;hsa04728
KEGG	hsa05034	Alcoholism	Substance dependence	SLC18A1;SLC18A2;DRD1;SLC6A3;GRIN3A;GRIN3B;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;MAOA;MAOB;TH;DDC;PPP1CA;PPP1CB;PPP1CC;GNAS;PPP1R1B;ADCY5;PRKACA;CREB3;CREB1;ATF2;ATF6B;CREB3L4;ATF4;CREB3L2;CREB3L3;CREB3L1;CREB5;CAMK4;HDAC6;HDAC5;HDAC1;HDAC2;HDAC7;HDAC8;HDAC11;HDAC10;HDAC3;HDAC9;HDAC4;CRH;NPY;BDNF;CALML6;CALML5;CALM1;CALM2;CALM3;CALML3;CALML4;CAMKK2;CAMKK1;DRD2;GNB5;GNAI1;GNAI2;GNAI3;GNAO1;GNB1;GNB2;GNB3;GNG3;GNG4;GNG5;GNG7;GNG10;GNG11;GNGT1;GNGT2;GNG13;GNG2;GNG12;GNB4;GNG8;ADORA2A;ADORA2B;SLC29A1;HRAS;KRAS;NRAS;ARAF;RAF1;BRAF;MAP2K1;MAPK1;MAPK3;FOSB;HAT1;HIST1H2AA;HIST1H2AE;HIST1H2AD;H2AFX;H2AFZ;HIST2H2AB;H2AFB2;H2AFB1;H2AFY2;H2AFJ;HIST2H2AA4;HIST1H2AI;HIST1H2AK;HIST1H2AJ;HIST1H2AL;HIST1H2AC;HIST1H2AB;HIST1H2AM;HIST2H2AA3;HIST2H2AC;H2AFB3;HIST1H2AH;HIST1H2AG;HIST3H2A;H2AFV;H2AFY;HIST3H2BB;H2BFWT;HIST1H2BA;H2BFM;HIST1H2BD;HIST1H2BB;HIST2H2BF;HIST1H2BG;HIST1H2BL;HIST1H2BN;HIST1H2BM;HIST1H2BF;HIST1H2BE;HIST1H2BH;HIST1H2BI;HIST1H2BC;HIST1H2BO;HIST2H2BE;HIST1H2BK;HIST1H2BJ;HIST4H4;HIST2H4B;HIST1H4I;HIST1H4A;HIST1H4D;HIST1H4F;HIST1H4K;HIST1H4J;HIST1H4C;HIST1H4H;HIST1H4B;HIST1H4E;HIST1H4L;HIST1H4G;HIST2H4A;HIST2H3C;H3F3A;H3F3B;HIST2H3A;H3F3C;HIST2H3D;HIST3H3;HIST1H3A;HIST1H3D;HIST1H3C;HIST1H3E;HIST1H3I;HIST1H3G;HIST1H3J;HIST1H3H;HIST1H3B;HIST1H3F;NTRK2;SHC2;SHC4;SHC3;SHC1;GRB2;SOS1;SOS2;PDYN;PKIA	C00082;C00355;C03758;C01161;C00027;C00575;C00469;C00076;C00212;C00025	hsa04728;hsa04010
KEGG	hsa05100	Bacterial invasion of epithelial cells	Infectious diseases: Bacterial	SEPT9;SEPT12;SEPT1;SEPT6;SEPT8;SEPT2;SEPT11;SEPT3;CTNNB1;CTNNA1;CTNNA2;CTNNA3;RAC1;CDH1;ARHGAP10;CDC42;SRC;CTTN;HCLS1;ITGA5;ITGB1;ARPC5;ARPC4;ARPC3;ARPC1B;ARPC2;ARPC1A;ARPC5L;ACTB;ACTG1;DOCK1;PXN;PTK2;CRK;CRKL;CD2AP;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;CBLC;CBL;CBLB;MET;DNM1;DNM2;DNM3;BCAR1;CLTA;CLTB;CLTC;CLTCL1;WASF2;WASF1;WAS;WASL;GAB1;SHC2;SHC4;SHC3;SHC1;FN1;CAV1;CAV2;CAV3;ILK;RHOG;ARHGEF26;MAD2L2;VCL;RHOA;ELMO2;ELMO3;ELMO1		hsa04512;hsa04810;map03070;hsa04144;hsa04510;hsa04110
KEGG	hsa05110	Vibrio cholerae infection	Infectious diseases: Bacterial	MUC2;ARF1;TCIRG1;ATP6V1G3;ATP6V0E2;ATP6V0A2;ATP6V0D2;ATP6V1C2;ATP6V0A4;ATP6V1D;ATP6V1H;ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V0C;ATP6V1C1;ATP6V1E1;ATP6V0B;ATP6V1G2;ATP6V0A1;ATP6AP1;ATP6V0E1;ATP6V1E2;ATP6V0D1;ATP6V1F;ATP6V1G1;ERO1A;CFTR;TJP2;TJP1;GNAS;KCNQ1;PRKCA;SLC12A2;PLCG1;PLCG2;PRKACA;PRKACB;PRKACG;SEC61B;SEC61G;SEC61A1;SEC61A2;ACTB;ACTG1;PDIA4;ADCY3;ADCY9;KDELR1;KDELR2;KDELR3	C00014;C00080;C00238;C01330;C00698;C04911;C00165;C01245;C00575	hsa04530;map05111;map03070;hsa00190
KEGG	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	Infectious diseases: Bacterial	MAPK14;MAPK11;MAPK13;MAPK12;JUN;MAPK8;MAPK9;MAPK10;MAP2K4;CHUK;IKBKG;IKBKB;NFKBIA;TCIRG1;ATP6V1G3;ATP6V0E2;ATP6V0A2;ATP6V0D2;ATP6V1C2;ATP6V0A4;ATP6V1D;ATP6V1H;ATP6V1A;ATP6V1B1;ATP6V1B2;ATP6V0C;ATP6V1C1;ATP6V1E1;ATP6V0B;ATP6V1G2;ATP6V0A1;ATP6AP1;ATP6V0E1;ATP6V1E2;ATP6V0D1;ATP6V1F;ATP6V1G1;CASP3;PAK1;NFKB1;RELA;CCL5;CXCL1;CXCL8;CDC42;RAC1;MAP3K14;MET;IGSF5;F11R;JAM2;JAM3;PLCG1;PLCG2;ADAM17;HBEGF;ADAM10;TJP1;CXCR1;CXCR2;CSK;EGFR;LYN;SRC;GIT1;PTPRZ1;PTPN11;NOD1	C01342;C00080;C00014;G00263;C00698;C00086;G00242	hsa00190;hsa04530;hsa04210;map03070;hsa04010
KEGG	hsa05130	Pathogenic Escherichia coli infection	Infectious diseases: Bacterial	CD14;LY96;TLR4;TLR5;TUBA1B;TUBA3E;TUBA3D;TUBA8;TUBA4A;TUBA3C;TUBA1A;TUBAL3;TUBA1C;CDH1;YWHAQ;YWHAZ;KRT18;CTNNB1;CTTN;HCLS1;ROCK1;ROCK2;OCLN;EZR;CDC42;ABL1;FYN;PRKCA;WAS;WASL;CLDN1;ITGB1;NCK1;NCK2;ARHGEF2;RHOA;NCL;TUBB3;TUBB4A;TUBB4B;TUBB;TUBB8;TUBB2B;TUBB2A;TUBB1;TUBB6;ARPC5;ARPC4;ARPC3;ARPC1B;ARPC2;ARPC1A;ARPC5L;ACTB;ACTG1	C00350	hsa04810;map02040;hsa04520;hsa04530;hsa04620;map03070;hsa04210
KEGG	hsa05131	Shigellosis	Infectious diseases: Bacterial	RAC1;DOCK1;CRK;CRKL;CTTN;HCLS1;SRC;ABL1;ELMO2;ELMO3;ELMO1;RHOG;CDC42;WASF2;WASF1;ARPC5;ARPC4;ARPC3;ARPC1B;ARPC2;ARPC1A;ARPC5L;VCL;ATG5;NOD1;NOD2;RIPK2;IKBKG;CHUK;IKBKB;NFKBIA;NFKBIB;NFKB1;RELA;MAPK8;MAPK9;MAPK10;MAPK1;MAPK3;MAPK14;MAPK11;MAPK13;MAPK12;CXCL8;U2AF1L4;U2AF1;UBE2D2;FBXW11;BTRC;MAD2L2;ROCK1;ROCK2;WAS;WASL;PFN3;PFN4;PFN1;PFN2;ACTB;ACTG1;DIAPH1;ITGA5;ITGB1;CD44	C04637;C04737	hsa05130;hsa04140;hsa04010;hsa05100;hsa04621;hsa04110;map03070;hsa04510;hsa04810
KEGG	hsa05132	Salmonella infection	Infectious diseases: Bacterial	RAC1;CDC42;NFKB1;RELA;MAPK8;MAPK9;MAPK10;TJP1;WASF2;WASF1;ARPC5;ARPC4;ARPC3;ARPC1B;ARPC2;ARPC1A;ARPC5L;WAS;WASL;FOS;JUN;CXCL8;RHOG;ACTB;ACTG1;TLR4;LBP;CD14;TLR5;MYD88;FLNA;FLNB;FLNC;PFN3;PFN4;PFN1;PFN2;DYNC1H1;DYNC1I1;DYNC1I2;DYNC1LI2;DYNC1LI1;DYNC2H1;PLEKHM2;RAB7B;RAB7A;RILP;KLC3;KLC1;KLC2;KLC4;NLRC4;PYCARD;CASP1;IL1B;IL18;MAPK1;MAPK3;MAPK14;MAPK11;MAPK13;MAPK12;PKN3;PKN1;PKN2;IFNG;IFNGR1;IFNGR2;NOS2;IL1A;IL6;CCL3L3;CCL3;CCL3L1;CCL4L1;CCL4;CCL4L2;CXCL1;CXCL2;CXCL3;CSF2;ROCK1;ROCK2;MYH9;MYH10;MYH14	C04637;C00338;C00533;C00062	map03070;hsa04620;hsa04530;hsa04010;hsa04630;hsa04810;hsa05100
KEGG	hsa05133	Pertussis	Infectious diseases: Bacterial	ITGAM;ITGB1;ITGB2;CALML6;CALML5;CALM1;CALM2;CALM3;CALML3;CALML4;TLR4;LY96;NFKB1;RELA;MYD88;TIRAP;IRF3;NOD1;IL1A;IL1B;NOS2;IL6;IL23A;SFTPA1;SFTPA2;GNAI1;GNAI2;GNAI3;CXCL8;CXCL6;CXCL5;ITGA5;RHOA;CFL1;CFL2;CASP3;CASP7;C1R;C1S;C1QA;C1QB;C1QC;C4BPA;C4BPB;SERPING1;C4A;C4B;C2;C3;C5;MAPK14;MAPK11;MAPK13;MAPK12;MAPK1;MAPK3;FOS;JUN;MAPK8;MAPK9;MAPK10;TNF;IRAK1;TRAF6;TICAM2;TICAM1;CD14;IL12A;IL12B;IL10;IRF8;IRF1;CASP1;NLRP3;PYCARD;IRAK4	C00076;C00002;C00575;C00338;C19596;C00374;C12505;C00253;C00238;C05005	hsa04210;map03070;map02020;hsa04610;hsa04010;hsa04620
KEGG	hsa05134	Legionellosis	Infectious diseases: Bacterial	NLRC4;PYCARD;CASP1;IL1B;IL18;NAIP;CASP7;NFKB1;RELA;NFKBIA;BNIP3;BCL2L13;ARF1;RAB1A;RAB1B;CLK1;SEC22B;SAR1B;SAR1A;VCP;CYCS;CASP9;CASP3;CASP8;APAF1;ITGAM;ITGB2;CR1;C3;HSPD1;NFKB2;EEF1G;EEF1A1;EEF1A2;HSF1;HBS1L;HSPA1A;HSPA1B;HSPA1L;HSPA2;HSPA6;HSPA8;TLR5;TLR2;TLR4;CD14;MYD88;TNF;IL6;CXCL8;IL12A;IL12B;CXCL1;CXCL2;CXCL3	C00338;C01277	hsa04210;hsa04610;hsa04620
KEGG	hsa05140	Leishmaniasis	Infectious diseases: Parasitic	ITGA4;ITGB1;FCGR1A;FCGR2A;FCGR3A;FCGR3B;FCGR2C;C3;PRKCB;NCF1;CR1;ITGAM;ITGB2;IFNG;JAK1;JAK2;STAT1;HLA-DMA;HLA-DMB;HLA-DOA;HLA-DOB;HLA-DPA1;HLA-DPB1;HLA-DQA1;HLA-DQA2;HLA-DQB1;HLA-DRA;HLA-DRB1;HLA-DRB3;HLA-DRB4;HLA-DRB5;TLR2;TLR4;MYD88;NFKBIA;NFKBIB;NFKB1;RELA;IL1A;IL4;IL12A;IL12B;NOS2;IL10;TGFB1;TGFB2;TGFB3;TNF;IL1B;PTPN6;MAPK1;MAPK3;ELK1;FOS;CYBB;MARCKSL1;MAPK14;MAPK11;MAPK13;MAPK12;IRAK1;IRAK4;TRAF6;TAB1;TAB2;MAP3K7;IFNGR1;IFNGR2;JUN;CYBA;NCF2;NCF4;PTGS2;IGH	C00076;C00533;C02737;C00195;C00219;C00584	hsa04610;hsa04020;hsa04666;hsa04630;hsa04010;hsa04120;hsa04620;hsa00590;hsa04145
KEGG	hsa05142	Chagas disease (American trypanosomiasis)	Infectious diseases: Parasitic	TLR2;TLR4;IFNG;CALR;C3;C1QA;C1QB;C1QC;TLR9;MYD88;IRAK1;IRAK4;TRAF6;MAP2K4;MAPK8;MAPK9;MAPK10;MAPK14;MAPK11;MAPK13;MAPK12;MAPK1;MAPK3;FOS;JUN;TNF;IL12A;IL12B;TICAM1;IFNB1;NFKBIA;NFKB1;RELA;CHUK;IKBKB;IKBKG;IL1B;IFNGR1;IFNGR2;NOS2;TNFRSF1A;TGFBR1;TGFBR2;SMAD2;SMAD3;SERPINE1;GNAI1;GNAI2;GNAI3;GNAO1;BDKRB2;GNA11;GNA15;GNAQ;GNA14;PLCB1;PLCB2;PLCB3;PLCB4;GNAL;GNAS;ADCY1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R2;PIK3R3;AKT3;AKT1;AKT2;IL10;TGFB1;TGFB2;TGFB3;PPP2CA;PPP2CB;PPP2R1A;PPP2R1B;PPP2R2A;PPP2R2B;PPP2R2C;PPP2R2D;FASLG;FAS;FADD;CASP8;CFLAR;CCL2;CXCL8;IL6;CCL3L3;CCL3;CCL3L1;CD3D;CD3E;CD3G;CD247;ACE;CCL5;IL2;TLR6	C00062;C00533;C01245;C00076;C00575;C05981;C00306	hsa04610;hsa04620;hsa00330;hsa04350;hsa04020;hsa04070;hsa04210;map4670
KEGG	hsa05143	African trypanosomiasis	Infectious diseases: Parasitic	TLR9;MYD88;IL12A;IL12B;IL18;IFNG;TNF;APOL1;SELE;VCAM1;LAMA4;IL1B;IL10;IL6;ICAM1;THOP1;HPR;APOA1;HBA1;HBA2;HBB;IDO2;IDO1;FAS;FASLG;F2RL1;GNAQ;PLCB1;PLCB2;PLCB3;PLCB4;PRKCA;PRKCB;PRKCG	C00584;C00696;C00306;C16003;C00328;C00078;C01245;C00076;C00165;C00533	hsa04610;hsa04210;hsa00380;hsa04710;hsa04620
KEGG	hsa05144	Malaria	Infectious diseases: Parasitic	ICAM1;HGF;SDC1;SDC2;LRP1;CD81;MET;ACKR1;GYPA;GYPB;GYPC;VCAM1;CD36;PECAM1;HBA1;HBA2;HBB;TLR9;TLR2;TLR4;MYD88;IL10;IFNG;IL6;CCL2;TNF;IL12A;IL18;CR1;ITGAL;ITGB2;CD40LG;CD40;COMP;THBS1;THBS2;THBS3;THBS4;SELE;TGFB1;TGFB2;TGFB3;IL1B;CSF3;CXCL8;KLRC4-KLRK1;KLRK1;KLRB1;SELP	C00533;C00634;G10505;G00054;G00052	hsa04620;hsa04610;hsa04210;hsa04514
